,density,minority_pc,homophily,Run,Density,Homophily,MaxSteps,MinorityPC,height,width,max_steps
294,0.2,0.8,3,294,0.2,3,200,0.8,20,20,200
295,0.2,0.8,3,295,0.2,3,200,0.8,20,20,200
296,0.2,0.8,3,296,0.2,3,200,0.8,20,20,200
297,0.2,0.8,3,297,0.2,3,200,0.8,20,20,200
298,0.2,0.8,3,298,0.2,3,200,0.8,20,20,200
299,0.2,0.8,3,299,0.2,3,200,0.8,20,20,200
300,0.2,0.8,6,300,0.2,6,200,0.8,20,20,200
301,0.2,0.8,6,301,0.2,6,200,0.8,20,20,200
302,0.2,0.8,6,302,0.2,6,200,0.8,20,20,200
303,0.2,0.8,6,303,0.2,6,200,0.8,20,20,200
304,0.2,0.8,6,304,0.2,6,200,0.8,20,20,200
305,0.2,0.8,6,305,0.2,6,200,0.8,20,20,200
306,0.2,0.8,6,306,0.2,6,200,0.8,20,20,200
307,0.2,0.8,6,307,0.2,6,200,0.8,20,20,200
308,0.2,0.8,6,308,0.2,6,200,0.8,20,20,200
309,0.2,0.8,6,309,0.2,6,200,0.8,20,20,200
310,0.2,0.8,7,310,0.2,7,200,0.8,20,20,200
311,0.2,0.8,7,311,0.2,7,200,0.8,20,20,200
312,0.2,0.8,7,312,0.2,7,200,0.8,20,20,200
313,0.2,0.8,7,313,0.2,7,200,0.8,20,20,200
314,0.2,0.8,7,314,0.2,7,200,0.8,20,20,200
315,0.2,0.8,7,315,0.2,7,200,0.8,20,20,200
316,0.2,0.8,7,316,0.2,7,200,0.8,20,20,200
317,0.2,0.8,7,317,0.2,7,200,0.8,20,20,200
318,0.2,0.8,7,318,0.2,7,200,0.8,20,20,200
319,0.2,0.8,7,319,0.2,7,200,0.8,20,20,200
320,0.4,0.1,1,320,0.4,1,200,0.1,20,20,200
321,0.4,0.1,1,321,0.4,1,200,0.1,20,20,200
322,0.4,0.1,1,322,0.4,1,200,0.1,20,20,200
323,0.4,0.1,1,323,0.4,1,200,0.1,20,20,200
324,0.4,0.1,1,324,0.4,1,200,0.1,20,20,200
325,0.4,0.1,1,325,0.4,1,200,0.1,20,20,200
326,0.4,0.1,1,326,0.4,1,200,0.1,20,20,200
327,0.4,0.1,1,327,0.4,1,200,0.1,20,20,200
328,0.4,0.1,1,328,0.4,1,200,0.1,20,20,200
329,0.4,0.1,1,329,0.4,1,200,0.1,20,20,200
330,0.4,0.1,3,330,0.4,3,200,0.1,20,20,200
331,0.4,0.1,3,331,0.4,3,200,0.1,20,20,200
332,0.4,0.1,3,332,0.4,3,200,0.1,20,20,200
333,0.4,0.1,3,333,0.4,3,200,0.1,20,20,200
334,0.4,0.1,3,334,0.4,3,200,0.1,20,20,200
335,0.4,0.1,3,335,0.4,3,200,0.1,20,20,200
336,0.4,0.1,3,336,0.4,3,200,0.1,20,20,200
337,0.4,0.1,3,337,0.4,3,200,0.1,20,20,200
338,0.4,0.1,3,338,0.4,3,200,0.1,20,20,200
339,0.4,0.1,3,339,0.4,3,200,0.1,20,20,200
340,0.4,0.1,6,340,0.4,6,200,0.1,20,20,200
341,0.4,0.1,6,341,0.4,6,200,0.1,20,20,200
342,0.4,0.1,6,342,0.4,6,200,0.1,20,20,200
343,0.4,0.1,6,343,0.4,6,200,0.1,20,20,200
344,0.4,0.1,6,344,0.4,6,200,0.1,20,20,200
345,0.4,0.1,6,345,0.4,6,200,0.1,20,20,200
346,0.4,0.1,6,346,0.4,6,200,0.1,20,20,200
347,0.4,0.1,6,347,0.4,6,200,0.1,20,20,200
348,0.4,0.1,6,348,0.4,6,200,0.1,20,20,200
349,0.4,0.1,6,349,0.4,6,200,0.1,20,20,200
350,0.4,0.1,7,350,0.4,7,200,0.1,20,20,200
351,0.4,0.1,7,351,0.4,7,200,0.1,20,20,200
352,0.4,0.1,7,352,0.4,7,200,0.1,20,20,200
353,0.4,0.1,7,353,0.4,7,200,0.1,20,20,200
354,0.4,0.1,7,354,0.4,7,200,0.1,20,20,200
355,0.4,0.1,7,355,0.4,7,200,0.1,20,20,200
356,0.4,0.1,7,356,0.4,7,200,0.1,20,20,200
357,0.4,0.1,7,357,0.4,7,200,0.1,20,20,200
358,0.4,0.1,7,358,0.4,7,200,0.1,20,20,200
359,0.4,0.1,7,359,0.4,7,200,0.1,20,20,200
360,0.4,0.2,1,360,0.4,1,200,0.2,20,20,200
361,0.4,0.2,1,361,0.4,1,200,0.2,20,20,200
362,0.4,0.2,1,362,0.4,1,200,0.2,20,20,200
363,0.4,0.2,1,363,0.4,1,200,0.2,20,20,200
364,0.4,0.2,1,364,0.4,1,200,0.2,20,20,200
365,0.4,0.2,1,365,0.4,1,200,0.2,20,20,200
366,0.4,0.2,1,366,0.4,1,200,0.2,20,20,200
367,0.4,0.2,1,367,0.4,1,200,0.2,20,20,200
368,0.4,0.2,1,368,0.4,1,200,0.2,20,20,200
369,0.4,0.2,1,369,0.4,1,200,0.2,20,20,200
370,0.4,0.2,3,370,0.4,3,200,0.2,20,20,200
371,0.4,0.2,3,371,0.4,3,200,0.2,20,20,200
372,0.4,0.2,3,372,0.4,3,200,0.2,20,20,200
373,0.4,0.2,3,373,0.4,3,200,0.2,20,20,200
374,0.4,0.2,3,374,0.4,3,200,0.2,20,20,200
375,0.4,0.2,3,375,0.4,3,200,0.2,20,20,200
376,0.4,0.2,3,376,0.4,3,200,0.2,20,20,200
377,0.4,0.2,3,377,0.4,3,200,0.2,20,20,200
378,0.4,0.2,3,378,0.4,3,200,0.2,20,20,200
379,0.4,0.2,3,379,0.4,3,200,0.2,20,20,200
380,0.4,0.2,6,380,0.4,6,200,0.2,20,20,200
381,0.4,0.2,6,381,0.4,6,200,0.2,20,20,200
382,0.4,0.2,6,382,0.4,6,200,0.2,20,20,200
383,0.4,0.2,6,383,0.4,6,200,0.2,20,20,200
384,0.4,0.2,6,384,0.4,6,200,0.2,20,20,200
385,0.4,0.2,6,385,0.4,6,200,0.2,20,20,200
386,0.4,0.2,6,386,0.4,6,200,0.2,20,20,200
387,0.4,0.2,6,387,0.4,6,200,0.2,20,20,200
388,0.4,0.2,6,388,0.4,6,200,0.2,20,20,200
389,0.4,0.2,6,389,0.4,6,200,0.2,20,20,200
390,0.4,0.2,7,390,0.4,7,200,0.2,20,20,200
391,0.4,0.2,7,391,0.4,7,200,0.2,20,20,200
392,0.4,0.2,7,392,0.4,7,200,0.2,20,20,200
393,0.4,0.2,7,393,0.4,7,200,0.2,20,20,200
394,0.4,0.2,7,394,0.4,7,200,0.2,20,20,200
395,0.4,0.2,7,395,0.4,7,200,0.2,20,20,200
396,0.4,0.2,7,396,0.4,7,200,0.2,20,20,200
397,0.4,0.2,7,397,0.4,7,200,0.2,20,20,200
398,0.4,0.2,7,398,0.4,7,200,0.2,20,20,200
399,0.4,0.2,7,399,0.4,7,200,0.2,20,20,200
400,0.4,0.4,1,400,0.4,1,200,0.4,20,20,200
401,0.4,0.4,1,401,0.4,1,200,0.4,20,20,200
402,0.4,0.4,1,402,0.4,1,200,0.4,20,20,200
403,0.4,0.4,1,403,0.4,1,200,0.4,20,20,200
404,0.4,0.4,1,404,0.4,1,200,0.4,20,20,200
405,0.4,0.4,1,405,0.4,1,200,0.4,20,20,200
406,0.4,0.4,1,406,0.4,1,200,0.4,20,20,200
407,0.4,0.4,1,407,0.4,1,200,0.4,20,20,200
408,0.4,0.4,1,408,0.4,1,200,0.4,20,20,200
409,0.4,0.4,1,409,0.4,1,200,0.4,20,20,200
410,0.4,0.4,3,410,0.4,3,200,0.4,20,20,200
411,0.4,0.4,3,411,0.4,3,200,0.4,20,20,200
412,0.4,0.4,3,412,0.4,3,200,0.4,20,20,200
413,0.4,0.4,3,413,0.4,3,200,0.4,20,20,200
414,0.4,0.4,3,414,0.4,3,200,0.4,20,20,200
415,0.4,0.4,3,415,0.4,3,200,0.4,20,20,200
416,0.4,0.4,3,416,0.4,3,200,0.4,20,20,200
417,0.4,0.4,3,417,0.4,3,200,0.4,20,20,200
418,0.4,0.4,3,418,0.4,3,200,0.4,20,20,200
419,0.4,0.4,3,419,0.4,3,200,0.4,20,20,200
420,0.4,0.4,6,420,0.4,6,200,0.4,20,20,200
421,0.4,0.4,6,421,0.4,6,200,0.4,20,20,200
422,0.4,0.4,6,422,0.4,6,200,0.4,20,20,200
423,0.4,0.4,6,423,0.4,6,200,0.4,20,20,200
424,0.4,0.4,6,424,0.4,6,200,0.4,20,20,200
425,0.4,0.4,6,425,0.4,6,200,0.4,20,20,200
426,0.4,0.4,6,426,0.4,6,200,0.4,20,20,200
427,0.4,0.4,6,427,0.4,6,200,0.4,20,20,200
428,0.4,0.4,6,428,0.4,6,200,0.4,20,20,200
429,0.4,0.4,6,429,0.4,6,200,0.4,20,20,200
430,0.4,0.4,7,430,0.4,7,200,0.4,20,20,200
431,0.4,0.4,7,431,0.4,7,200,0.4,20,20,200
432,0.4,0.4,7,432,0.4,7,200,0.4,20,20,200
433,0.4,0.4,7,433,0.4,7,200,0.4,20,20,200
