,density,minority_pc,homophily,Run,Density,Homophily,MaxSteps,MinorityPC,height,width,max_steps
434,0.4,0.4,7,434,0.4,7,200,0.4,20,20,200
435,0.4,0.4,7,435,0.4,7,200,0.4,20,20,200
436,0.4,0.4,7,436,0.4,7,200,0.4,20,20,200
437,0.4,0.4,7,437,0.4,7,200,0.4,20,20,200
438,0.4,0.4,7,438,0.4,7,200,0.4,20,20,200
439,0.4,0.4,7,439,0.4,7,200,0.4,20,20,200
440,0.4,0.8,1,440,0.4,1,200,0.8,20,20,200
441,0.4,0.8,1,441,0.4,1,200,0.8,20,20,200
442,0.4,0.8,1,442,0.4,1,200,0.8,20,20,200
443,0.4,0.8,1,443,0.4,1,200,0.8,20,20,200
444,0.4,0.8,1,444,0.4,1,200,0.8,20,20,200
445,0.4,0.8,1,445,0.4,1,200,0.8,20,20,200
446,0.4,0.8,1,446,0.4,1,200,0.8,20,20,200
447,0.4,0.8,1,447,0.4,1,200,0.8,20,20,200
448,0.4,0.8,1,448,0.4,1,200,0.8,20,20,200
449,0.4,0.8,1,449,0.4,1,200,0.8,20,20,200
450,0.4,0.8,3,450,0.4,3,200,0.8,20,20,200
451,0.4,0.8,3,451,0.4,3,200,0.8,20,20,200
452,0.4,0.8,3,452,0.4,3,200,0.8,20,20,200
453,0.4,0.8,3,453,0.4,3,200,0.8,20,20,200
454,0.4,0.8,3,454,0.4,3,200,0.8,20,20,200
455,0.4,0.8,3,455,0.4,3,200,0.8,20,20,200
456,0.4,0.8,3,456,0.4,3,200,0.8,20,20,200
457,0.4,0.8,3,457,0.4,3,200,0.8,20,20,200
458,0.4,0.8,3,458,0.4,3,200,0.8,20,20,200
459,0.4,0.8,3,459,0.4,3,200,0.8,20,20,200
460,0.4,0.8,6,460,0.4,6,200,0.8,20,20,200
461,0.4,0.8,6,461,0.4,6,200,0.8,20,20,200
462,0.4,0.8,6,462,0.4,6,200,0.8,20,20,200
463,0.4,0.8,6,463,0.4,6,200,0.8,20,20,200
464,0.4,0.8,6,464,0.4,6,200,0.8,20,20,200
465,0.4,0.8,6,465,0.4,6,200,0.8,20,20,200
466,0.4,0.8,6,466,0.4,6,200,0.8,20,20,200
467,0.4,0.8,6,467,0.4,6,200,0.8,20,20,200
468,0.4,0.8,6,468,0.4,6,200,0.8,20,20,200
469,0.4,0.8,6,469,0.4,6,200,0.8,20,20,200
470,0.4,0.8,7,470,0.4,7,200,0.8,20,20,200
471,0.4,0.8,7,471,0.4,7,200,0.8,20,20,200
472,0.4,0.8,7,472,0.4,7,200,0.8,20,20,200
473,0.4,0.8,7,473,0.4,7,200,0.8,20,20,200
474,0.4,0.8,7,474,0.4,7,200,0.8,20,20,200
475,0.4,0.8,7,475,0.4,7,200,0.8,20,20,200
476,0.4,0.8,7,476,0.4,7,200,0.8,20,20,200
477,0.4,0.8,7,477,0.4,7,200,0.8,20,20,200
478,0.4,0.8,7,478,0.4,7,200,0.8,20,20,200
479,0.4,0.8,7,479,0.4,7,200,0.8,20,20,200
480,0.8,0.1,1,480,0.8,1,200,0.1,20,20,200
481,0.8,0.1,1,481,0.8,1,200,0.1,20,20,200
482,0.8,0.1,1,482,0.8,1,200,0.1,20,20,200
483,0.8,0.1,1,483,0.8,1,200,0.1,20,20,200
484,0.8,0.1,1,484,0.8,1,200,0.1,20,20,200
485,0.8,0.1,1,485,0.8,1,200,0.1,20,20,200
486,0.8,0.1,1,486,0.8,1,200,0.1,20,20,200
487,0.8,0.1,1,487,0.8,1,200,0.1,20,20,200
488,0.8,0.1,1,488,0.8,1,200,0.1,20,20,200
489,0.8,0.1,1,489,0.8,1,200,0.1,20,20,200
490,0.8,0.1,3,490,0.8,3,200,0.1,20,20,200
491,0.8,0.1,3,491,0.8,3,200,0.1,20,20,200
492,0.8,0.1,3,492,0.8,3,200,0.1,20,20,200
493,0.8,0.1,3,493,0.8,3,200,0.1,20,20,200
494,0.8,0.1,3,494,0.8,3,200,0.1,20,20,200
495,0.8,0.1,3,495,0.8,3,200,0.1,20,20,200
496,0.8,0.1,3,496,0.8,3,200,0.1,20,20,200
497,0.8,0.1,3,497,0.8,3,200,0.1,20,20,200
498,0.8,0.1,3,498,0.8,3,200,0.1,20,20,200
499,0.8,0.1,3,499,0.8,3,200,0.1,20,20,200
500,0.8,0.1,6,500,0.8,6,200,0.1,20,20,200
501,0.8,0.1,6,501,0.8,6,200,0.1,20,20,200
502,0.8,0.1,6,502,0.8,6,200,0.1,20,20,200
503,0.8,0.1,6,503,0.8,6,200,0.1,20,20,200
504,0.8,0.1,6,504,0.8,6,200,0.1,20,20,200
505,0.8,0.1,6,505,0.8,6,200,0.1,20,20,200
506,0.8,0.1,6,506,0.8,6,200,0.1,20,20,200
507,0.8,0.1,6,507,0.8,6,200,0.1,20,20,200
508,0.8,0.1,6,508,0.8,6,200,0.1,20,20,200
509,0.8,0.1,6,509,0.8,6,200,0.1,20,20,200
510,0.8,0.1,7,510,0.8,7,200,0.1,20,20,200
511,0.8,0.1,7,511,0.8,7,200,0.1,20,20,200
512,0.8,0.1,7,512,0.8,7,200,0.1,20,20,200
513,0.8,0.1,7,513,0.8,7,200,0.1,20,20,200
514,0.8,0.1,7,514,0.8,7,200,0.1,20,20,200
515,0.8,0.1,7,515,0.8,7,200,0.1,20,20,200
516,0.8,0.1,7,516,0.8,7,200,0.1,20,20,200
517,0.8,0.1,7,517,0.8,7,200,0.1,20,20,200
518,0.8,0.1,7,518,0.8,7,200,0.1,20,20,200
519,0.8,0.1,7,519,0.8,7,200,0.1,20,20,200
520,0.8,0.2,1,520,0.8,1,200,0.2,20,20,200
521,0.8,0.2,1,521,0.8,1,200,0.2,20,20,200
522,0.8,0.2,1,522,0.8,1,200,0.2,20,20,200
523,0.8,0.2,1,523,0.8,1,200,0.2,20,20,200
524,0.8,0.2,1,524,0.8,1,200,0.2,20,20,200
525,0.8,0.2,1,525,0.8,1,200,0.2,20,20,200
526,0.8,0.2,1,526,0.8,1,200,0.2,20,20,200
527,0.8,0.2,1,527,0.8,1,200,0.2,20,20,200
528,0.8,0.2,1,528,0.8,1,200,0.2,20,20,200
529,0.8,0.2,1,529,0.8,1,200,0.2,20,20,200
530,0.8,0.2,3,530,0.8,3,200,0.2,20,20,200
531,0.8,0.2,3,531,0.8,3,200,0.2,20,20,200
532,0.8,0.2,3,532,0.8,3,200,0.2,20,20,200
533,0.8,0.2,3,533,0.8,3,200,0.2,20,20,200
534,0.8,0.2,3,534,0.8,3,200,0.2,20,20,200
535,0.8,0.2,3,535,0.8,3,200,0.2,20,20,200
536,0.8,0.2,3,536,0.8,3,200,0.2,20,20,200
537,0.8,0.2,3,537,0.8,3,200,0.2,20,20,200
538,0.8,0.2,3,538,0.8,3,200,0.2,20,20,200
539,0.8,0.2,3,539,0.8,3,200,0.2,20,20,200
540,0.8,0.2,6,540,0.8,6,200,0.2,20,20,200
541,0.8,0.2,6,541,0.8,6,200,0.2,20,20,200
542,0.8,0.2,6,542,0.8,6,200,0.2,20,20,200
543,0.8,0.2,6,543,0.8,6,200,0.2,20,20,200
544,0.8,0.2,6,544,0.8,6,200,0.2,20,20,200
545,0.8,0.2,6,545,0.8,6,200,0.2,20,20,200
546,0.8,0.2,6,546,0.8,6,200,0.2,20,20,200
547,0.8,0.2,6,547,0.8,6,200,0.2,20,20,200
548,0.8,0.2,6,548,0.8,6,200,0.2,20,20,200
549,0.8,0.2,6,549,0.8,6,200,0.2,20,20,200
550,0.8,0.2,7,550,0.8,7,200,0.2,20,20,200
551,0.8,0.2,7,551,0.8,7,200,0.2,20,20,200
552,0.8,0.2,7,552,0.8,7,200,0.2,20,20,200
553,0.8,0.2,7,553,0.8,7,200,0.2,20,20,200
554,0.8,0.2,7,554,0.8,7,200,0.2,20,20,200
555,0.8,0.2,7,555,0.8,7,200,0.2,20,20,200
556,0.8,0.2,7,556,0.8,7,200,0.2,20,20,200
557,0.8,0.2,7,557,0.8,7,200,0.2,20,20,200
558,0.8,0.2,7,558,0.8,7,200,0.2,20,20,200
559,0.8,0.2,7,559,0.8,7,200,0.2,20,20,200
560,0.8,0.4,1,560,0.8,1,200,0.4,20,20,200
561,0.8,0.4,1,561,0.8,1,200,0.4,20,20,200
562,0.8,0.4,1,562,0.8,1,200,0.4,20,20,200
563,0.8,0.4,1,563,0.8,1,200,0.4,20,20,200
564,0.8,0.4,1,564,0.8,1,200,0.4,20,20,200
565,0.8,0.4,1,565,0.8,1,200,0.4,20,20,200
566,0.8,0.4,1,566,0.8,1,200,0.4,20,20,200
567,0.8,0.4,1,567,0.8,1,200,0.4,20,20,200
568,0.8,0.4,1,568,0.8,1,200,0.4,20,20,200
569,0.8,0.4,1,569,0.8,1,200,0.4,20,20,200
570,0.8,0.4,3,570,0.8,3,200,0.4,20,20,200
571,0.8,0.4,3,571,0.8,3,200,0.4,20,20,200
572,0.8,0.4,3,572,0.8,3,200,0.4,20,20,200
573,0.8,0.4,3,573,0.8,3,200,0.4,20,20,200
574,0.8,0.4,3,574,0.8,3,200,0.4,20,20,200
575,0.8,0.4,3,575,0.8,3,200,0.4,20,20,200
576,0.8,0.4,3,576,0.8,3,200,0.4,20,20,200
577,0.8,0.4,3,577,0.8,3,200,0.4,20,20,200
578,0.8,0.4,3,578,0.8,3,200,0.4,20,20,200
579,0.8,0.4,3,579,0.8,3,200,0.4,20,20,200
580,0.8,0.4,6,580,0.8,6,200,0.4,20,20,200
581,0.8,0.4,6,581,0.8,6,200,0.4,20,20,200
582,0.8,0.4,6,582,0.8,6,200,0.4,20,20,200
583,0.8,0.4,6,583,0.8,6,200,0.4,20,20,200
584,0.8,0.4,6,584,0.8,6,200,0.4,20,20,200
585,0.8,0.4,6,585,0.8,6,200,0.4,20,20,200
586,0.8,0.4,6,586,0.8,6,200,0.4,20,20,200
587,0.8,0.4,6,587,0.8,6,200,0.4,20,20,200
588,0.8,0.4,6,588,0.8,6,200,0.4,20,20,200
589,0.8,0.4,6,589,0.8,6,200,0.4,20,20,200
590,0.8,0.4,7,590,0.8,7,200,0.4,20,20,200
591,0.8,0.4,7,591,0.8,7,200,0.4,20,20,200
592,0.8,0.4,7,592,0.8,7,200,0.4,20,20,200
593,0.8,0.4,7,593,0.8,7,200,0.4,20,20,200
594,0.8,0.4,7,594,0.8,7,200,0.4,20,20,200
595,0.8,0.4,7,595,0.8,7,200,0.4,20,20,200
596,0.8,0.4,7,596,0.8,7,200,0.4,20,20,200
597,0.8,0.4,7,597,0.8,7,200,0.4,20,20,200
598,0.8,0.4,7,598,0.8,7,200,0.4,20,20,200
599,0.8,0.4,7,599,0.8,7,200,0.4,20,20,200
600,0.8,0.8,1,600,0.8,1,200,0.8,20,20,200
601,0.8,0.8,1,601,0.8,1,200,0.8,20,20,200
602,0.8,0.8,1,602,0.8,1,200,0.8,20,20,200
603,0.8,0.8,1,603,0.8,1,200,0.8,20,20,200
604,0.8,0.8,1,604,0.8,1,200,0.8,20,20,200
605,0.8,0.8,1,605,0.8,1,200,0.8,20,20,200
606,0.8,0.8,1,606,0.8,1,200,0.8,20,20,200
607,0.8,0.8,1,607,0.8,1,200,0.8,20,20,200
608,0.8,0.8,1,608,0.8,1,200,0.8,20,20,200
609,0.8,0.8,1,609,0.8,1,200,0.8,20,20,200
610,0.8,0.8,3,610,0.8,3,200,0.8,20,20,200
611,0.8,0.8,3,611,0.8,3,200,0.8,20,20,200
612,0.8,0.8,3,612,0.8,3,200,0.8,20,20,200
613,0.8,0.8,3,613,0.8,3,200,0.8,20,20,200
614,0.8,0.8,3,614,0.8,3,200,0.8,20,20,200
615,0.8,0.8,3,615,0.8,3,200,0.8,20,20,200
616,0.8,0.8,3,616,0.8,3,200,0.8,20,20,200
617,0.8,0.8,3,617,0.8,3,200,0.8,20,20,200
618,0.8,0.8,3,618,0.8,3,200,0.8,20,20,200
619,0.8,0.8,3,619,0.8,3,200,0.8,20,20,200
620,0.8,0.8,6,620,0.8,6,200,0.8,20,20,200
621,0.8,0.8,6,621,0.8,6,200,0.8,20,20,200
622,0.8,0.8,6,622,0.8,6,200,0.8,20,20,200
623,0.8,0.8,6,623,0.8,6,200,0.8,20,20,200
624,0.8,0.8,6,624,0.8,6,200,0.8,20,20,200
625,0.8,0.8,6,625,0.8,6,200,0.8,20,20,200
626,0.8,0.8,6,626,0.8,6,200,0.8,20,20,200
627,0.8,0.8,6,627,0.8,6,200,0.8,20,20,200
628,0.8,0.8,6,628,0.8,6,200,0.8,20,20,200
629,0.8,0.8,6,629,0.8,6,200,0.8,20,20,200
630,0.8,0.8,7,630,0.8,7,200,0.8,20,20,200
631,0.8,0.8,7,631,0.8,7,200,0.8,20,20,200
632,0.8,0.8,7,632,0.8,7,200,0.8,20,20,200
633,0.8,0.8,7,633,0.8,7,200,0.8,20,20,200
634,0.8,0.8,7,634,0.8,7,200,0.8,20,20,200
635,0.8,0.8,7,635,0.8,7,200,0.8,20,20,200
636,0.8,0.8,7,636,0.8,7,200,0.8,20,20,200
637,0.8,0.8,7,637,0.8,7,200,0.8,20,20,200
638,0.8,0.8,7,638,0.8,7,200,0.8,20,20,200
639,0.8,0.8,7,639,0.8,7,200,0.8,20,20,200
